wavelength(nm)	flourescence PD(V)	ti_saph Power (V)
801.0919814902362	-0.1625733333333333	4.613066666666667
798.1954669483484	-0.15487999999999996	4.717866666666667
804.2321761663994	-0.18693333333333328	4.667199999999999
801.3630727888282	-0.1789066666666666	4.667866666666667
804.7058832804311	-0.19345333333333328	4.405466666666667
806.4061335094317	-0.19870666666666661	4.877466666666667
804.7232467143193	-0.18987999999999994	4.444533333333334
808.1830716477775	-0.19731999999999994	4.9288
810.4488681743012	-0.19822666666666663	4.9194666666666675
808.1371934898436	-0.19615999999999995	4.474933333333333
810.4766700355883	-0.2032666666666666	4.9608
811.487518427305	-0.20151999999999992	4.682666666666666
813.1434067238469	-0.20255999999999996	4.9417333333333335
815.3036408228081	-0.2125333333333333	4.907733333333334
814.027304228534	-0.21162666666666663	5.091200000000001
816.9836721796202	-0.21689333333333327	5.1128
815.30231279512	-0.21512	4.8525333333333345
818.6741174507843	-0.22423999999999997	5.922
816.984972667995	-0.22075999999999993	5.562666666666667
820.6639747718767	-0.2324133333333333	5.874533333333334
824.6920888017272	-0.2707733333333333	5.927066666666667
818.670415143627	-0.22873333333333334	5.952266666666667
824.6829770434607	-0.27802666666666664	5.564666666666667
822.2694215437311	-0.27265333333333325	5.5252
825.6912263187845	-0.2997466666666666	5.898533333333333
828.0298480588108	-0.3441333333333333	5.638
826.3115725667582	-0.3285599999999999	5.9206666666666665
829.5434080120028	-0.37929333333333326	6.068666666666666
828.6973298110373	-0.3700266666666666	5.895599999999999
831.7055884706635	-0.4200666666666666	6.007466666666668
