wavelength(nm)	photodiode(V)	power(W)
755.9372006734856	1.7109333333333332	0.0019901246
747.328818702192	0.9962666666666666	0.0011841713
747.3288271514007	0.9673333333333335	0.0011810913
747.3288263026748	1.0654666666666666	0.0014195271
747.4087726955961	1.277066666666667	0.0015078522
750.4849274968651	1.6122666666666667	0.0017668941
755.176553673688	1.8418666666666665	0.0020085147
751.3125547434137	1.7170666666666667	0.0019914114
755.1765788542135	1.8038666666666665	0.001954451
753.1518125944478	1.731466666666667	0.0020037098
756.2739763174824	1.9848000000000001	0.0021989259
758.1349910676447	1.9038666666666666	0.0021344349
759.205841082649	2.0692	0.0023697689
757.1165674161551	1.9886666666666668	0.0020164275
761.9722755653019	2.245866666666667	0.0027499294
760.1699134631158	2.1344	0.0022642296
761.9761265809755	2.273066666666667	0.002597207
764.0280612479689	2.1624	0.0026409689
765.4210098007313	2.4364000000000003	0.0028041855
764.9901308537451	2.4126666666666665	0.0027743527
766.3654467986756	2.243866666666667	0.002513092
768.1972812337983	2.441866666666667	0.0028200224
769.1695581355694	2.496266666666667	0.0027937123
771.1760920395728	2.5176	0.0030637374
768.9792307752231	2.53	0.0029208635
772.3219427309571	2.514666666666667	0.0027694986
772.2380636434243	2.414	0.0028461989
774.2676936129627	2.5608	0.00332682
774.1809269403028	2.7732	0.0030239925
775.5088116285152	2.5613333333333332	0.0029151889
777.6534742788303	2.8145333333333333	0.0035567044
777.2989426712292	3.0035999999999996	0.0032487952
778.6328581821779	2.6925333333333334	0.00306871
780.7972525149729	3.0342666666666664	0.0036228902
780.0744552985134	3.024266666666667	0.0031834117
781.6945335151606	2.837733333333333	0.0032420815
783.9691714980842	3.120666666666667	0.0036338093
781.6092677261773	2.9776	0.0032195633
784.9747874366082	3.099466666666667	0.0037836777
787.0766373485171	3.3048	0.003697353
786.4278339486792	3.2306666666666666	0.0038418663
788.2697017867467	3.3565333333333336	0.0041148802
790.4728823120212	3.374933333333334	0.0034887239
787.9911882593386	3.449866666666667	0.003898209
790.7562841622598	3.1525333333333334	0.0035239644
793.633456823304	3.466933333333333	0.0036904572
791.2149080343391	3.5566666666666666	0.0041886582
794.6690701228389	3.44	0.0038744223
794.4719421737749	3.4865333333333344	0.0041359654
797.194077955553	3.687733333333334	0.004385883
795.9753802505803	3.7876000000000007	0.004323422
798.0431176384823	3.437466666666667	0.0039190925
799.3629970591883	3.4756	0.0040883152
801.2642106171248	3.4929333333333337	0.0038229763
799.3595267831989	3.6357333333333344	0.0041077146
802.793683454633	3.542266666666667	0.00398535
801.2622845060724	3.492133333333333	0.0038265816
804.6983568978955	3.6268	0.0046442524
804.5097484654821	3.9106666666666676	0.0042266948
806.1468332160025	4.074933333333333	0.0046526068
808.0371593547646	3.946933333333333	0.0045161913
804.9865609560379	4.082133333333333	0.0046042078
809.5255038519839	4.050533333333334	0.0043984791
811.3439288840423	4.147200000000001	0.004537066
808.360762986736	3.9397333333333338	0.0042797192
811.9666214162144	4.032933333333333	0.0042908271
815.3705475844247	3.979333333333334	0.0042305682
811.8288909301225	3.8436000000000003	0.004158312
815.2589103449043	3.917066666666667	0.0041870531
818.3393958852448	4.276400000000001	0.0042666453
815.2589602466496	4.017866666666667	0.0041096476
815.3964491173099	4.08	0.0043727895
819.7241035802582	4.4392	0.0043970058
821.8262254246455	4.322666666666667	0.0044062831
818.665259968373	4.317066666666666	0.0046998784
822.4578882007934	4.4572	0.0044401321
824.838325151897	4.5149333333333335	0.0044420776
820.8543844984633	4.5229333333333335	0.0046223374
825.6492784878201	4.782	0.0051420582
828.0182145041978	4.7548	0.0049274135
825.648172836228	4.945066666666667	0.0051600733
828.0182528111703	4.618666666666667	0.0049834498
829.5086250090267	4.799600000000001	0.0045898063
831.4921504385474	5.147866666666667	0.0053205267
829.4575742840648	4.8068	0.0045416807
834.232992746571	5.328	0.0052837841
832.7241141508548	5.123333333333333	0.0046345149
834.9956533213419	5.220133333333333	0.0051779575
836.8028128601836	5.4264	0.0051935772
747.2496258383877	0.9704	0.0010759009
746.5884670979772	0.8682666666666665	0.00095909572
747.3288286979191	0.7953333333333332	0.00085981982
747.3288410475952	0.8373333333333332	0.00098068686
747.3288305695806	1.014	0.0012301797
748.4021409818524	1.302266666666667	0.0014282743
753.1522698547202	1.6966666666666665	0.0018767274
752.3184421937812	1.7225333333333332	0.0020494415
756.0158957496652	1.8693333333333333	0.0020929575
753.1503111587085	1.7125333333333332	0.0019203845
756.3559954599663	1.8358666666666665	0.0019800689
758.1383453463964	1.9469333333333332	0.0021812895
757.0345095965042	1.9322666666666666	0.0021506478
759.4887510922523	2.0284	0.0022891087
761.9762620576194	2.2530666666666668	0.0027080101
759.4889477097491	2.120933333333334	0.0023335372
762.8271122365704	2.1569333333333334	0.0023938974
764.9884354388454	2.160933333333334	0.0027600119
763.174482654481	2.1177333333333337	0.0023050057
765.4199739865574	2.4277333333333333	0.0027252918
766.3645029474017	2.2466666666666666	0.0025871047
768.1134214898929	2.4269333333333334	0.0028499032
769.3320175838737	2.460666666666667	0.0026146162
767.7627907239817	2.377466666666667	0.002530766
771.3628567768924	2.6701333333333332	0.0031487376
770.3037125540155	2.6150666666666664	0.0029057304
772.4047453714335	2.417466666666667	0.002731612
774.2669619616453	2.6837333333333335	0.003297548
774.1818359359401	2.824133333333333	0.0031628085
775.5047456424592	2.610133333333333	0.0029190921
777.6560102232798	2.8408	0.0034915935
776.8527721290968	2.8501333333333334	0.002957704
778.7346229488401	2.7532	0.0034689202
781.3348281445108	2.8865333333333334	0.0032270099
778.5456579585376	2.7089333333333334	0.0030607719
781.7821595244374	2.8250666666666664	0.0033664093
784.506988967474	2.9828	0.0033495852
783.151473805163	2.963866666666667	0.0032890281
784.7833184857078	3.0129333333333332	0.0033897113
787.6195718737478	3.2989333333333337	0.0036097171
784.7854365891753	3.174	0.003412911
