# Temperature (K)	Loading Factor
4.799999999999999822e+00	7.424427718018890591e-05	1.353981411893787651e-05
4.899999999999999467e+00	6.597068421778139798e-05	1.383526559585463776e-05
5.000000000000000000e+00	6.578542387864065079e-05	2.111560300711204754e-05
5.099999999999999645e+00	6.283971904839577571e-05	1.497322293873823415e-05
5.200000000000000178e+00	5.703524705229950139e-05	1.092153850628849019e-05
5.299999999999999822e+00	8.163130050345118857e-05	8.135297759862262473e-06
5.400000000000000355e+00	5.359907821362769239e-05	1.540124668511795513e-06
5.500000000000000000e+00	4.048611046155596355e-05	4.993059416414464077e-06
5.599999999999999645e+00	3.000268429516649216e-05	5.924500547736434331e-06
5.699999999999999289e+00	7.150429390775680019e-05	2.725134666403847240e-05
5.700000000000000178e+00	7.150429390775680019e-05	2.725134666403847240e-05
5.799999999999999822e+00	3.516616845237881771e-05	5.218965949697977558e-06
5.900000000000000355e+00	3.334166778800884819e-05	2.128375569275185782e-06
6.000000000000000000e+00	2.200344057050170407e-05	1.907196489069876831e-06
6.099999999999999645e+00	2.482018213656455463e-05	4.547421788300621859e-06
6.200000000000000178e+00	2.270587588072990387e-05	5.217978127269526537e-06
6.299999999999999822e+00	2.054440690845447663e-05	3.780863051768124197e-06
6.400000000000000355e+00	1.893980134942914844e-05	2.789571973372300436e-06
6.500000000000000000e+00	2.375742685211067434e-05	4.563950598964041649e-06
6.599999999999999645e+00	2.785258242801045677e-05	6.045210253821254324e-06
6.700000000000000178e+00	1.672502118367573433e-05	3.334100246800681421e-06
6.799999999999999822e+00	2.202660629779765137e-05	8.229303380819942408e-06
6.899999999999999467e+00	1.128322219039015952e-05	1.681201398305287914e-06
6.900000000000000355e+00	1.128322219039015952e-05	1.681201398305287914e-06
7.000000000000000000e+00	1.404223821475116821e-05	3.431776368944277143e-06
7.099999999999999645e+00	1.804439257872641583e-05	3.950492706049965761e-06
7.200000000000000178e+00	1.465111193562609117e-05	3.737968764534299300e-06
7.299999999999999822e+00	1.185099395689253239e-05	2.171556985419192602e-06
7.400000000000000355e+00	1.209962978695686390e-05	4.063713213783264196e-06
7.500000000000000000e+00	8.231909042224674951e-06	1.266805258860959972e-06
7.599999999999999645e+00	8.770948272357480030e-06	1.486060391948657680e-06
7.700000000000000178e+00	1.178320730153602470e-05	3.289546185626564403e-06
7.799999999999999822e+00	9.017281527142401965e-06	2.195049524832119475e-06
7.900000000000000355e+00	8.313511773452199061e-06	1.548458590148461374e-06
8.000000000000000000e+00	6.294645142632685656e-06	2.198086701640896582e-07
