wavelength(nm)	flourescence PD(V)	ti_saph Power (V)
821.8210433662533	-0.009233333333333342	4.311333333333334
821.822128581482	-0.7593666666666666	4.308533333333333
821.5640890194596	-0.7579333333333333	4.2973333333333334
821.8249278149649	-0.7567	4.287066666666666
821.7306677359135	-0.7631333333333334	4.307066666666667
821.852701574234	-0.7627666666666667	4.3096000000000005
821.8258043258379	-0.7665	4.323333333333333
821.8242502332267	-0.7565999999999999	4.2816
821.8219220100028	-0.7628	4.326133333333334
821.8527458439263	-0.7596666666666667	4.2973333333333334
821.8219967189044	-0.7607	4.292533333333332
821.8193497609697	-0.7619	4.302
821.8217794067787	-0.7691333333333333	4.335866666666667
821.8258556041716	-0.7569666666666668	4.283733333333333
821.7323287552642	-0.7571333333333333	4.270666666666666
821.8246599037911	-0.7612000000000001	4.302
821.822096330955	-0.7630333333333335	4.310266666666666
821.8221032274447	-0.7616666666666667	4.31
821.8231685319502	-0.7587	4.2916
821.8220779865446	-0.7611	4.31
821.8220868030205	-0.763	4.308666666666667
821.822031985189	-0.7601	4.300533333333333
821.822031985189	-0.7555666666666667	4.276000000000001
821.8258210596902	-0.7516	4.263333333333334
821.8221139996962	-0.7554666666666666	4.274666666666667
821.8221058473138	-0.7207666666666668	4.071866666666667
821.8221058473138	-0.4544666666666667	2.4092000000000002
821.8219915801885	-0.5144666666666666	2.853066666666667
822.1544599854093	-0.8577333333333333	4.841066666666666
821.8221045548671	-0.7601666666666667	4.267066666666667
821.8526983274196	-0.8525000000000001	4.799600000000001
821.9634963331845	-0.41019999999999995	4.864933333333332
822.1560492090186	-0.023066666666666687	4.699066666666667
821.9634889021253	-0.01120000000000001	4.8492
