wavelength(nm)	flourescence PD(V)	ti_saph Power (V)
748.4048948160957	-0.05770000000000004	1.3794666666666668
752.1436206033534	-0.05776666666666671	1.677733333333333
749.326262911794	-0.057400000000000034	1.6802666666666666
753.4082384462422	-0.05760000000000004	1.8563999999999998
755.1779651371378	-0.05610000000000004	1.8155999999999999
753.4090311421666	-0.056766666666666694	1.7832000000000001
756.3548644943246	-0.057000000000000044	2.0245333333333333
758.2180177346528	-0.057766666666666695	1.9035999999999997
756.3555646191818	-0.057166666666666706	1.8811999999999998
761.9763818114997	-0.05640000000000004	2.2434666666666665
759.3249463159519	-0.05630000000000004	2.1409333333333334
761.9749413582061	-0.057233333333333365	2.341066666666667
762.8290675814357	-0.05623333333333337	2.2981333333333334
764.9926975743608	-0.05770000000000004	2.2967999999999997
762.828453885298	-0.05573333333333338	2.2872000000000003
765.9346685542695	-0.05686666666666671	2.4485333333333337
766.367619146266	-0.057233333333333365	2.426933333333333
768.1949482717447	-0.05643333333333337	2.4516
769.3324992143722	-0.056333333333333374	2.4917333333333334
768.1985138843262	-0.05833333333333337	2.4770666666666665
771.2612451986815	-0.057933333333333364	2.5652
769.3317656220593	-0.057966666666666694	2.5065333333333335
772.4076033229516	-0.05690000000000003	2.6643999999999997
775.1520436093576	-0.05680000000000003	2.804533333333333
773.4694644239556	-0.05776666666666671	2.756
776.6652648894939	-0.056500000000000036	2.7208
775.1514722674771	-0.058100000000000034	2.752
778.3742582268225	-0.057233333333333365	2.8661333333333334
776.704508052881	-0.05760000000000004	2.8232
779.9896973965597	-0.058566666666666704	2.8381333333333334
781.3341438066988	-0.059666666666666694	2.9747999999999997
783.2396932896337	-0.05986666666666669	2.907066666666667
781.6143296213936	-0.059100000000000034	2.8984
784.8719865739237	-0.06053333333333337	3.0341333333333336
783.6046498442203	-0.0616666666666667	3.2582666666666666
786.7079938517228	-0.06133333333333335	3.4097333333333335
784.8720645207806	-0.06106666666666669	3.265466666666667
787.9869031897015	-0.061433333333333354	3.3353333333333337
790.0164755363409	-0.06290000000000003	3.5160000000000005
788.269519217752	-0.06260000000000003	3.583066666666667
790.6666428758816	-0.06226666666666669	3.297333333333334
793.5402343968176	-0.06346666666666669	3.570133333333333
791.5000076046864	-0.06440000000000003	3.4773333333333336
793.6330313954201	-0.06203333333333336	3.504666666666667
794.6696731633142	-0.0643666666666667	3.5097333333333336
797.2877729806271	-0.06590000000000001	3.811733333333333
794.8445503633832	-0.06536666666666667	3.7706666666666666
798.0440055423855	-0.06693333333333334	3.607733333333334
800.413115530827	-0.06853333333333333	3.8756000000000004
798.1330402015649	-0.06703333333333336	3.6056000000000004
801.3560916467213	-0.06776666666666668	3.5933333333333333
804.2113544164166	-0.06953333333333334	3.7265333333333333
801.652301865594	-0.06853333333333333	3.9726666666666666
804.1262843525084	-0.0694	3.6916
804.8512068345592	-0.07333333333333333	4.1015999999999995
807.1065871255222	-0.07399999999999998	4.206266666666667
804.8924538976769	-0.07283333333333333	4.158666666666666
808.2650025732017	-0.0756	4.072800000000001
811.1812378473187	-0.08109999999999998	4.197466666666667
808.3612374513192	-0.08003333333333332	4.157066666666666
811.1788169255975	-0.08029999999999998	4.225466666666666
814.1630709517664	-0.08779999999999999	4.2750666666666675
812.0103891852935	-0.08226666666666665	4.082133333333334
814.5147951807887	-0.08579999999999999	4.165866666666667
815.3047406209151	-0.08996666666666665	4.4930666666666665
818.2677323761748	-0.09643333333333332	4.5625333333333336
816.2581650988548	-0.09306666666666664	4.35
818.62597351203	-0.09846666666666665	4.550666666666666
820.8540375873458	-0.10309999999999997	4.473066666666667
818.6671965472293	-0.10299999999999998	4.6448
824.3370773830416	-0.11693333333333333	4.8304
820.854232483375	-0.11276666666666667	4.655866666666666
824.3370731485029	-0.12	4.663333333333334
822.2292834843443	-0.1162	4.702
825.654385638716	-0.12969999999999998	5.062
827.2689107919239	-0.13700000000000004	4.9132
824.7703719824162	-0.12993333333333335	4.919866666666667
829.4132859273985	-0.14840000000000003	4.8756
828.1208643697202	-0.14796666666666666	4.952933333333334
831.4914516444076	-0.16603333333333337	5.3061333333333325
