wavelength(nm)	flourescene PD(V)	ti_saph Power (V)
778.5119620216807	1.7961555905640125	2.272175408899784
784.3840926594206	1.8761522006243467	2.3902570083737373
781.6616373941204	1.8323093838989735	2.3308129757642746
787.9496965018232	1.9046687707304955	2.4306333027780056
788.2274945444257	1.91895049251616	2.446878269314766
791.0003246916642	1.9435208048671484	2.4811119735240936
794.2550983546297	1.967605261132121	2.5077183172106743
792.5801045565579	1.922604477033019	2.4646486900746822
797.535028941531	2.0090531930327415	2.5650782585144043
801.1367953704146	2.0215147137641907	2.594857629388571
799.2310973300602	2.018510613590479	2.5788888707756996
803.5202934336355	2.0369494557380676	2.618532631546259
804.8556036535623	2.0579102002084255	2.6460725218057632
807.652699764219	2.112869095057249	2.7074070535600185
811.1057891482949	2.177819412201643	2.7974222116172314
808.1379033226759	2.148830495774746	2.7537421695888042
813.9810549831963	2.223290055990219	2.856220066547394
815.2614876930147	2.2195201590657234	2.861443914473057
818.6270064047953	2.237605057656765	2.909879185259342
816.2427402805545	2.196499951183796	2.8315535597503185
821.1180249279918	2.2414773143827915	2.9453682713210583
825.3428622597435	2.231843527406454	3.0444598011672497
822.211798426717	2.2331667616963387	2.950177762657404
828.1203371366726	2.1443527564406395	3.0451614782214165
829.4624362848971	2.0943278931081295	3.0256768837571144
830.9373569569602	2.1017320342361927	2.9997944347560406
832.995795371375	2.052165936678648	2.9081304855644703
835.075872365276	2.006483193486929	2.8734738044440746
839.174287195602	2.1268474496901035	3.050049912184477
837.1438578112876	2.0527406223118305	2.96029619500041
840.959033809853	2.1797789558768272	3.117063347250223
842.9115094981142	2.2022639513015747	3.1619839668273926
846.4075227183569	2.2000972107052803	3.192841161042452
848.9013747044725	2.197052426636219	3.228480726480484
852.7399438377595	2.1252837367355824	3.202449046075344
848.8529234781914	2.194759901612997	3.2290923856198788
853.1371321127987	2.1174257658421993	3.275137696415186
855.9824603403032	1.9811236187815666	3.2593070827424526
858.5430984444143	1.8186257667839527	3.243545513600111
860.1124632040494	1.6554644592106342	3.1344810873270035
862.2520192821645	1.3969778437167406	2.7520379088819027
861.1340579061244	1.581820085644722	3.0791288018226624
868.0204029770202	1.2900110967457294	2.4362628534436226
864.5620399978835	1.3650724310427904	2.6701458618044853
871.7298208557238	1.310186292976141	2.41628497838974
868.5781348590453	1.2710259519517422	2.4059458263218403
876.2724990367743	1.3466385211795568	2.4499205760657787
872.9753098994449	1.2707225810736418	2.336765620857477
880.1734718485648	1.3655311726033688	2.5057365521788597
878.4170795120772	1.3463869392871857	2.465323280543089
883.9945262821703	1.2376419268548489	2.3779163733124733
880.9454220976793	1.335422545671463	2.4806038700044155
888.855592079848	0.9612035788595676	2.0455707609653473
884.5741987149192	1.1839963886886835	2.2793551236391068
892.326928853584	0.7780150612816215	1.9065777622163296
888.4986296309196	0.9736786568537354	2.057896636426449
894.8213102121703	0.5859277546405792	1.6488594319671392
897.0924677248972	0.49031880777329206	1.552737470716238
898.0535684807145	0.4186154860071838	1.3748307563364506
901.3053238387583	0.3371328730136156	1.177097862586379
902.152449815898	0.30632624262943864	1.0659073926508427
905.1923345791652	0.2653148612007499	0.9188813036307693
905.8030939227768	0.2469709780998528	0.8561396664008498
907.8837777243745	0.22675262461416423	0.7944302102550864
912.449470369632	0.17969362018629909	0.6625947188585997
910.5937262990877	0.20830884971655905	0.7405590014532208
914.4386710860892	0.1489683825057	0.5898715360090137
918.3075252378037	0.10767953365575522	0.5513006644323468
914.181040312622	0.1597490378189832	0.6269810637459159
921.393019937544	0.06865977687994018	0.47598776360973716
