wavelength(nm)	photodiode(V)	power(W)
789.5978813380868	-0.022266666666667132	1.6324377e-08
792.7509373634313	-0.026000000000000467	2.9154563e-08
791.356222379814	-0.022533333333333797	2.189705e-08
794.4274955103502	-0.026000000000000467	6.6353934e-08
793.5891562493484	-0.020400000000000463	4.3247855e-08
796.6266064213943	-0.020533333333333795	7.2640589e-08
793.5891393864893	-0.02706666666666713	4.1076838e-08
797.9974590546423	-0.011333333333333787	1.4146078e-06
800.8370457593219	0.05946666666666627	4.4011809e-05
797.9980444232913	-0.01920000000000046	1.222244e-06
800.8370959967638	0.0587999999999996	4.5092784e-05
801.7319258755313	0.29786666666666606	0.00015489128
804.5586147708452	4.631466666666667	0.0021001967
801.5962812788188	0.276266666666666	0.00013529981
804.4642960581979	4.778133333333334	0.0021752852
806.2356117400174	4.883733333333333	0.0022313187
808.2196818274318	4.9247999999999985	0.0022401942
806.0020900502326	5.1004	0.0022303043
810.6527338131249	4.839199999999999	0.0021703125
807.8357920670695	4.937333333333333	0.0022043732
810.6525995337823	4.786	0.0021488541
811.9180200515557	4.792933333333334	0.0021580188
814.0725680564008	4.5268	0.0020226201
811.5282957951051	4.480666666666666	0.0020006339
815.3512662226057	4.599999999999999	0.0020402493
818.6200810849114	4.400399999999999	0.0019643251
815.2538563235806	4.627999999999999	0.0020465576
818.6198982732454	4.335733333333333	0.0019165096
820.6151301365578	4.613333333333332	0.0020454223
817.3317016240296	4.4788	0.0019737268
820.6141205011651	4.4403999999999995	0.0019469631
822.2153992713555	4.912266666666667	0.0021501586
824.4287985867313	4.587599999999999	0.0020020595
822.1120646517376	4.852133333333333	0.002113922
826.0973855715139	4.907733333333332	0.0021589617
824.0229103757183	5.1204	0.0022351018
828.3264116441217	4.943466666666666	0.0021589661
825.7915838286444	5.0484	0.0021587671
829.5528901626502	5.2547999999999995	0.0022577376
829.5529783377712	5.290266666666667	0.0022697118
831.7040483779167	4.891199999999999	0.0021403388
829.5519880760726	5.264133333333333	0.0022328789
833.9144204642006	4.7284	0.0020226499
831.3440998041631	5.047333333333333	0.0021504667
835.7787493100054	4.979066666666666	0.0021504271
833.298037883497	4.899066666666666	0.0020783024
837.4433368357902	4.8808	0.002115916
839.4788257609894	5.085733333333333	0.0021741793
837.4434170955615	5.038399999999999	0.0021766915
841.5219028431859	5.070399999999999	0.0021754757
839.4257167463087	4.949066666666666	0.0021125376
843.2104338238227	5.3104	0.0022314892
840.893837872915	4.998933333333333	0.0021120838
845.0681828339177	1.1511999999999993	0.00049770623
842.8910268646695	5.1136	0.0021358714
847.1314341138448	0.03999999999999959	2.2791553e-05
844.9017846374875	1.9438666666666662	0.00082909089
849.3747671603968	-0.0034666666666671136	2.2516572e-06
846.9219083177661	0.04053333333333293	3.2900593e-05
852.0637865098091	-0.021333333333333798	2.1899011e-07
848.8439224265985	-0.0034666666666671136	3.3768219e-06
852.1698277199034	-0.011466666666667121	2.2047392e-07
853.4715734561617	-0.017066666666667125	1.0057407e-07
856.2923069767522	-0.01960000000000046	3.3613976e-08
853.3613955845857	-0.022266666666667132	1.0365347e-07
856.1885616266359	-0.022533333333333797	3.1600276e-08
857.1668886506823	-0.0249333333333338	2.5893518e-08
860.1222426005638	-0.020933333333333796	1.713526e-08
856.9474770098635	-0.02266666666666713	2.5756965e-08
860.1222525861704	-0.030533333333333808	1.6800367e-08
