wavelength(nm)	flourescence PMT(V)	ti_saph Power (V)	Gain (V)
750.2443974495303	0.06313333333333328	2.771733333333333	1.0
750.2443974495303	0.061133333333333276	2.8224	1.0
750.24534022522	0.058433333333333275	2.9867999999999997	1.0
750.24534022522	0.060666666666666605	3.029333333333333	1.0
750.24534022522	0.06129999999999993	3.061066666666667	1.0
750.246054002284	0.059966666666666606	3.021466666666666	1.0
750.246054002284	0.06179999999999994	3.010533333333333	1.0
750.9947317992176	0.06016666666666661	2.968933333333333	1.0
750.9947317992176	0.06016666666666661	2.986133333333333	1.0
751.7438604002442	0.06169999999999995	2.986133333333333	1.0
751.7438604002442	0.06309999999999995	2.9282666666666666	1.0
751.7438604002442	0.05969999999999994	2.8881333333333337	1.0
752.0788745033378	0.06123333333333328	3.0181333333333327	1.0
752.0788745033378	0.062466666666666615	3.0192	1.0
752.9101788666173	0.061099999999999946	3.036	1.0
752.9101788666173	0.062299999999999946	2.8468	1.0
752.9124876711588	0.061266666666666615	2.8065333333333333	1.0
752.9124876711588	0.06383333333333328	2.8132	1.0
752.9124876711588	0.06059999999999994	2.8343999999999996	1.0
752.9139353700726	0.061433333333333284	2.961733333333333	1.0
752.9139353700726	0.061433333333333284	3.2828	1.0
753.1668138312853	0.06086666666666661	3.3677333333333332	1.0
753.1668138312853	0.0612666666666666	3.3677333333333332	1.0
753.2472470461598	0.06856666666666661	3.3632	1.0
753.2472470461598	0.06846666666666662	3.3469333333333333	1.0
753.2472470461598	0.05983333333333327	3.0717333333333334	1.0
753.5864655621119	0.06149999999999994	3.0618666666666665	1.0
753.5864655621119	0.06466666666666661	3.0263999999999998	1.0
753.5864655621119	0.06313333333333328	3.0136	1.0
753.5864655621119	0.06003333333333328	3.0024	1.0
753.5864655621119	0.059899999999999946	3.106266666666667	1.0
753.5864655621119	0.06203333333333328	3.1206666666666667	1.0
753.5864655621119	0.06666666666666662	3.1588	1.0
755.0148802424977	0.06666666666666662	3.1692	1.0
755.0148802424977	0.06029999999999994	3.0787999999999998	1.0
755.7760879401965	0.057266666666666605	3.0787999999999998	1.0
755.7760879401965	0.06166666666666662	2.8647999999999993	1.0
755.857801044006	0.05923333333333327	2.8688	1.0
755.857801044006	0.06346666666666662	2.9110666666666662	1.0
755.857801044006	0.05949999999999995	3.0308	1.0
756.1128626827683	0.0649666666666666	3.221066666666667	1.0
756.1128626827683	0.062299999999999946	3.3626666666666667	1.0
756.1138565274075	0.06523333333333327	3.3585333333333334	1.0
756.1138565274075	0.06499999999999995	3.3221333333333334	1.0
756.5380687153798	0.0650666666666666	3.170933333333333	1.0
756.5380687153798	0.060966666666666613	3.176266666666667	1.0
756.5380687153798	0.060966666666666613	3.2670666666666666	1.0
757.6361978484682	0.06586666666666662	3.028	1.0
757.6361978484682	0.062299999999999946	3.028	1.0
757.8961415948095	0.058933333333333275	2.962266666666667	1.0
757.8961415948095	0.06343333333333329	2.957866666666667	1.0
757.8961415948095	0.06323333333333328	3.0166666666666657	1.0
757.8961415948095	0.06119999999999995	3.1273333333333335	1.0
757.8961415948095	0.06679999999999996	3.1861333333333333	1.0
757.9745391801664	0.06459999999999994	3.1298666666666666	1.0
757.9745391801664	0.06039999999999995	2.9274666666666667	1.0
758.7385062215682	0.06373333333333328	2.8598666666666666	1.0
758.7385062215682	0.06093333333333328	2.8564000000000003	1.0
758.7385062215682	0.06093333333333328	2.941466666666667	1.0
759.0783678771862	0.06433333333333327	3.237733333333334	1.0
759.0783678771862	0.062233333333333266	3.237733333333334	1.0
759.081837720872	0.06226666666666661	3.3686666666666665	1.0
759.081837720872	0.05863333333333327	3.369866666666667	1.0
758.768721813401	0.0625666666666666	3.3673333333333333	1.0
758.768721813401	0.061999999999999944	3.350533333333334	1.0
758.768721813401	0.06646666666666662	3.3577333333333335	1.0
761.8977478227441	0.05886666666666661	3.2533333333333334	1.0
761.8977478227441	0.06476666666666661	3.1817333333333333	1.0
761.8977144907894	0.06669999999999994	3.284533333333334	1.0
761.8977144907894	0.06346666666666662	3.25	1.0
762.0727374490765	0.06326666666666661	3.2373333333333334	1.0
762.0727374490765	0.06869999999999996	3.4252000000000007	1.0
762.0727374490765	0.06869999999999996	3.4681333333333337	1.0
762.0742593540871	0.06269999999999994	3.4681333333333337	1.0
762.0742593540871	0.06206666666666661	3.283333333333333	1.0
762.1551218933299	0.060266666666666614	3.093866666666667	1.0
762.1551218933299	0.06176666666666662	3.103066666666667	1.0
762.4169828921972	0.06449999999999996	2.981866666666667	1.0
762.4169828921972	0.05903333333333328	3.0294666666666665	1.0
762.4169828921972	0.06583333333333329	3.2708	1.0
763.6187384590346	0.0612666666666666	3.3617333333333335	1.0
763.6187384590346	0.06299999999999994	3.405866666666667	1.0
763.9663436457894	0.06123333333333328	3.3930666666666665	1.0
763.9663436457894	0.060799999999999944	3.3578666666666663	1.0
763.9632540354639	0.06179999999999995	3.4040000000000004	1.0
763.9632540354639	0.06179999999999995	3.433866666666667	1.0
763.9632540354639	0.06679999999999996	3.477866666666667	1.0
763.9632892398336	0.06223333333333328	3.477866666666667	1.0
763.9632892398336	0.06236666666666662	3.4801333333333333	1.0
763.9651470821304	0.058333333333333265	3.490666666666667	1.0
763.9651470821304	0.06103333333333327	3.490933333333334	1.0
763.9651470821304	0.0617666666666666	3.3444	1.0
764.8282365979619	0.06469999999999994	3.150933333333333	1.0
764.8282365979619	0.06259999999999995	3.1537333333333333	1.0
764.8282365979619	0.05513333333333327	3.117200000000001	1.0
764.8282365979619	0.058766666666666606	3.169333333333334	1.0
764.7879928048096	0.06033333333333327	3.1389333333333336	1.0
764.7879928048096	0.06443333333333329	3.2548000000000004	1.0
764.7879928048096	0.06443333333333329	3.5374666666666665	1.0
764.7879928048096	0.0626666666666666	3.6610666666666662	1.0
764.7879928048096	0.05883333333333327	3.6610666666666662	1.0
765.0087607006202	0.06086666666666661	3.4228000000000005	1.0
765.0087607006202	0.07049999999999995	3.3510666666666666	1.0
765.5202677778794	0.06333333333333327	3.3701333333333334	1.0
765.5202677778794	0.06409999999999995	3.403866666666667	1.0
765.5202677778794	0.06143333333333327	3.455466666666667	1.0
765.5235765069863	0.05843333333333327	3.348666666666667	1.0
765.5235765069863	0.05849999999999994	3.3801333333333337	1.0
765.8670127258379	0.06516666666666662	3.4037333333333333	1.0
765.8670127258379	0.06283333333333328	3.2732	1.0
765.8688791125901	0.06373333333333328	3.3966666666666665	1.0
765.8688791125901	0.06373333333333328	3.3546666666666667	1.0
765.8688791125901	0.06096666666666661	3.5565333333333333	1.0
766.9142183780693	0.06173333333333327	3.5565333333333333	1.0
766.9142183780693	0.058766666666666606	3.4166666666666665	1.0
766.9980516768915	0.058766666666666606	3.422666666666667	1.0
766.9980516768915	0.06466666666666661	3.27	1.0
766.9980516768915	0.06419999999999995	3.1766666666666667	1.0
766.9980516768915	0.06519999999999994	3.3335999999999997	1.0
766.9980516768915	0.06123333333333328	3.8048	1.0
766.9980516768915	0.06386666666666661	3.8116	1.0
766.9980516768915	0.060099999999999945	3.5844000000000005	1.0
766.9980516768915	0.0647333333333333	3.4081333333333337	1.0
766.9980516768915	0.06029999999999994	3.790266666666668	1.0
767.7794777446582	0.06296666666666662	3.8464	1.0
767.7794777446582	0.06296666666666662	3.8770666666666664	1.0
767.7794777446582	0.0624666666666666	3.8097333333333334	1.0
768.1291858394383	0.060666666666666605	3.8097333333333334	1.0
768.1291858394383	0.06816666666666661	3.4750666666666667	1.0
768.2124207953302	0.06219999999999994	3.426933333333333	1.0
768.2124207953302	0.059899999999999946	3.3589333333333333	1.0
768.2124207953302	0.06543333333333327	3.5316	1.0
768.2124207953302	0.0645666666666666	3.5117333333333334	1.0
768.2124207953302	0.06393333333333327	3.5774666666666666	1.0
768.2124207953302	0.06179999999999995	3.281866666666667	1.0
768.2124207953302	0.06306666666666662	3.2589333333333337	1.0
768.9994823011945	0.06566666666666662	3.3637333333333337	1.0
768.9994823011945	0.06273333333333328	3.555066666666667	1.0
768.9994823011945	0.06273333333333328	3.5036000000000005	1.0
768.9994823011945	0.06499999999999995	3.3126666666666664	1.0
768.9994823011945	0.059466666666666605	3.3126666666666664	1.0
770.1396610852071	0.06339999999999994	3.4282666666666666	1.0
770.1396610852071	0.062299999999999946	3.6255999999999995	1.0
770.8409161670648	0.061833333333333275	3.674666666666667	1.0
770.8409161670648	0.06333333333333327	3.554666666666667	1.0
770.9250762806946	0.06013333333333327	3.581733333333333	1.0
770.9250762806946	0.06406666666666662	3.606266666666666	1.0
770.9250762806946	0.06523333333333328	3.6276000000000006	1.0
770.9250762806946	0.06229999999999993	3.6496000000000004	1.0
770.9250762806946	0.0567666666666666	3.5896000000000003	1.0
771.2811632060587	0.0624666666666666	3.515066666666667	1.0
771.2811632060587	0.0624666666666666	3.4988	1.0
771.7197215667529	0.06543333333333327	3.4988	1.0
771.7197215667529	0.06213333333333328	3.5174666666666674	1.0
771.7197215667529	0.07073333333333329	3.5470666666666673	1.0
771.9858137585389	0.06833333333333329	3.3622666666666667	1.0
771.9858137585389	0.06989999999999995	3.356	1.0
772.0723529608204	0.06789999999999995	3.3484	1.0
772.0723529608204	0.06286666666666661	3.4844000000000004	1.0
773.1322548430037	0.06646666666666662	3.4480000000000004	1.0
773.1322548430037	0.06536666666666661	3.372666666666667	1.0
773.1322548430037	0.06179999999999995	3.4013333333333335	1.0
773.2190950191672	0.06303333333333327	3.3897333333333335	1.0
773.2190950191672	0.06829999999999994	3.4682666666666666	1.0
773.9274718850411	0.06333333333333328	3.546133333333334	1.0
773.9274718850411	0.06333333333333328	3.548933333333333	1.0
774.0157544831695	0.06539999999999994	3.6816	1.0
774.0157544831695	0.06756666666666662	3.6816	1.0
774.0157544831695	0.06469999999999994	3.7605333333333344	1.0
774.0157544831695	0.06719999999999994	3.794933333333334	1.0
774.0157544831695	0.06466666666666661	3.725333333333333	1.0
774.7272082008028	0.06609999999999995	3.6498666666666666	1.0
774.7272082008028	0.06629999999999994	3.708266666666667	1.0
774.7272082008028	0.06479999999999994	3.8971999999999993	1.0
775.0815284548517	0.06539999999999994	3.555866666666667	1.0
775.0815284548517	0.06236666666666661	3.411866666666667	1.0
775.1704147957857	0.06519999999999994	3.4685333333333332	1.0
775.1704147957857	0.06533333333333328	3.542266666666667	1.0
775.1704147957857	0.06533333333333328	3.6415999999999995	1.0
775.1704147957857	0.06566666666666662	3.641466666666666	1.0
775.1704147957857	0.06719999999999994	3.641466666666666	1.0
775.1704147957857	0.06573333333333328	3.641466666666666	1.0
775.1704147957857	0.06943333333333328	3.5512000000000006	1.0
776.6847400262839	0.06893333333333329	3.4850666666666665	1.0
776.6847400262839	0.06896666666666662	3.8173333333333335	1.0
777.0411007277957	0.06799999999999995	3.6664000000000003	1.0
777.0411007277957	0.06946666666666662	3.6386666666666656	1.0
777.0411007277957	0.07143333333333328	3.6325333333333325	1.0
777.0413985727323	0.06993333333333328	3.6228000000000007	1.0
777.0413985727323	0.06716666666666661	3.872	1.0
777.4016735937784	0.06716666666666661	3.8888000000000003	1.0
777.4016735937784	0.06823333333333328	3.8920000000000003	1.0
778.1181237923757	0.06743333333333328	3.8920000000000003	1.0
778.1181237923757	0.06909999999999994	3.8464	1.0
778.1181237923757	0.06919999999999996	4.072533333333334	1.0
778.205657277723	0.07193333333333328	3.7981333333333334	1.0
778.205657277723	0.07363333333333329	3.7432000000000003	1.0
778.2056767529137	0.06776666666666661	3.7474666666666674	1.0
778.2056767529137	0.07186666666666662	3.6137333333333337	1.0
779.2837952968614	0.06749999999999994	3.4816000000000003	1.0
779.2837952968614	0.07299999999999995	3.9277333333333333	1.0
779.2837952968614	0.07613333333333328	3.909333333333332	1.0
779.371705943263	0.07203333333333328	3.8098666666666667	1.0
779.371705943263	0.07203333333333328	3.796666666666667	1.0
780.1804941308388	0.07369999999999995	3.7573333333333334	1.0
780.1804941308388	0.07233333333333328	3.7573333333333334	1.0
