wavelength(nm)	flourescene PD(V)	ti_saph Power (V)
120.42	0.4180901418440044	2.16243520565331
880.3631709479422	0.393559280782938	2.0693580266088247
120.42	0.4576944378204644	2.4072604030370712
880.3632216445974	0.39109780732542276	2.0435100849717855
120.42	0.5936241718009114	3.107798296958208
860.9839531111769	0.5150334145873785	2.645524963736534
120.42	0.4155016504228115	1.9867322258651257
843.5524543602447	0.4093356388621032	1.9539167042821646
781.9532397333876	0.3299026065506041	1.0774957947432995
784.919178608989	0.4415407204069197	1.4481212124228477
787.5778052375451	0.37595284916460514	1.3409201595932245
784.9209821729796	0.4381814752705395	1.4352367110550404
787.5777792332813	0.4464624309912324	1.5002363473176956
784.9198580101187	0.3886129059828818	1.2635342460125685
787.1209004283979	0.3684044177643955	1.225419657304883
788.0348300011838	0.4709081989713013	1.576334809884429
786.3868285518859	0.3568283449858427	1.1757548991590738
789.5094452379544	0.44632554426789284	1.4891621805727482
787.9450283483853	0.3225810849107802	1.0790693536400795
790.9974499026514	0.3485264275223017	1.192068938165903
788.3126011876581	0.41735761892050505	1.4148555733263493
790.9972759267024	0.34983485843986273	1.1904152072966099
791.3679977708372	0.31446784269064665	1.0858396487310529
790.714125760611	0.28479329543188214	0.9889654330909252
794.0517737581121	0.33120486699044704	1.1608652155846357
791.4571136866854	0.3271685945801437	1.1458583632484078
794.6501342700452	0.295593683142215	1.0637098224833608
792.7547603893341	0.3131335200741887	1.098317189142108
794.6484801743693	0.29280787892639637	1.050699533894658
792.7539750453719	0.3092748271301389	1.0823040530085564
797.1810012430028	0.433577929623425	1.4923549443483353
794.6501253801422	0.3053692770190537	1.0807021241635084
797.464623531293	0.4496231283992529	1.5755862444639206
794.648478339451	0.2974163545295596	1.0609449874609709
797.4646211493501	0.4493715544231236	1.576340964064002
798.0286186337157	0.49630353692919016	1.7726951502263546
800.3923923698769	0.34582571499049664	1.2431888692080975
798.1301858960178	0.340559939853847	1.2135377489030361
799.4082947119687	0.34570486191660166	1.2423317898064852
797.8416440195274	0.3384437649510801	1.2163691837340593
800.3923989555448	0.3402652069926262	1.2282190266996622
801.4013592097631	0.3990051024593413	1.4504852648824453
799.1390431760035	0.344713366124779	1.27060541883111
802.6791584346339	0.33740294352173805	1.2612799499183893
801.2189580555446	0.34784693270921707	1.2213772162795067
802.934831715312	0.332557690795511	1.2330581117421389
804.55838217275	0.4243831755593419	1.575525812804699
802.9753085431648	0.44616769487038255	1.6010913327336311
804.854534602667	0.5373531440272927	1.990435527637601
804.084017534382	0.4988550334237516	1.8432466629892588
806.2847700044691	0.35802455386146903	1.3482614140957594
804.8545424339932	0.4173156921751797	1.5560621805489063
806.2847592654666	0.32762241270393133	1.2202883008867502
807.9270463346016	0.3545444547198713	1.332628108561039
806.2843601628547	0.5047127418220043	1.8691685684025288
808.0201109002335	0.3557270970195532	1.341281484812498
809.5743943290646	0.33230735175311565	1.2646022029221058
808.0198919064704	0.3570404569618404	1.345992311835289
810.8384936823649	0.3950872188434005	1.442392986267805
808.0198900620395	0.35258489893749356	1.332969706505537
811.5259012568478	0.512970270588994	1.957486828789115
808.2225141705308	0.4141907561570406	1.5533701032400131
811.5259037847693	0.5066686039790511	1.944417342543602
814.5639687770467	0.43088215216994286	1.6892492808401585
811.3239902716642	0.46899920515716076	1.8643011152744293
812.8018579170971	0.39979188377037644	1.5519963167607784
814.5639569719385	0.4309598421677947	1.6891407556831837
812.9841869702101	0.41293042339384556	1.597870210185647
814.1666603311744	0.43078102730214596	1.686713820323348
812.8009357127328	0.412448241841048	1.5958428252488375
815.2544064975064	0.5160989034920931	2.0662676114588976
817.4275376023124	0.543934746645391	2.1882338002324104
815.2825378886439	0.5253380546346307	2.0593197531998158
817.4275361717428	0.5413326909765601	2.177121415734291
815.2836099353952	0.5210354086011648	2.055440092459321
818.7164631788445	0.4933253536000848	2.001247014850378
817.4274889370606	0.4890732723288238	1.9229818284511566
818.7164398975755	0.47968860249966383	1.8933701664209366
823.5076164167002	0.43040983378887177	1.8699491918087006
818.7164534792745	0.4176461901515722	1.7647508662194014
821.8056702748632	0.37828730046749115	1.5801799148321152
818.621635279399	0.3563843937590718	1.458139754831791
821.805674531483	0.3751586666330695	1.561720110476017
818.6216552448378	0.36015182733535767	1.467463992536068
824.0559330026449	0.34565553395077586	1.4491793029010296
821.3077740148836	0.4695035833865404	1.9409939888864756
824.0559721507118	0.41835897974669933	1.7952146604657173
821.3067457827866	0.48620114335790277	2.0299128144979477
825.3225377892869	0.5494471658021212	2.315569344907999
822.5087944423833	0.36294133123010397	1.5531629249453545
825.3220896538212	0.556406126357615	2.3665955662727356
826.4364993152	0.44590502278879285	1.8271287083625793
825.0285968825334	0.50529481517151	2.1413499005138874
828.0649897209635	0.4338763658888638	1.8792685084044933
825.7720698248854	0.542319250293076	2.3050094172358513
828.064983457665	0.4608218390494585	1.978036915883422
829.4352660123983	0.5102152917534113	2.2359982039779425
828.0692240308654	0.41374310199171305	1.7817715220153332
829.4245704383243	0.4471542560495436	1.9166271388530731
831.0560564674272	0.426801482681185	1.8659314196556807
829.4243769028957	0.4312780052423477	1.879071183502674
830.9602165788199	0.4306663405150175	1.8889343477785587
833.0201550385199	0.39404886262491345	1.7476562019437551
830.5250094841887	0.3533112551085651	1.5786026529967785
832.9771542050316	0.40092519717291	1.7786379493772984
830.5250110097357	0.37047743145376444	1.6272364556789398
834.2567295687754	0.41274790838360786	1.9204007256776094
832.977121069453	0.3899990255013108	1.7193949036300182
834.5285471950641	0.43435608269646764	1.9674437064677477
836.8497485596821	0.4751356188207865	2.161044154316187
834.2366332088237	0.39005698496475816	1.7689819782972336
836.7052483250286	0.4824361759237945	2.193596988916397
833.9438564569032	0.4942009299993515	2.221720162779093
838.1535684748776	0.5271261995658278	2.3985663279891014
835.7720877087551	0.4788019279949367	2.179209219291806
837.7854428868117	0.5143909184262156	2.2759712114930153
839.2475029934208	0.47372853429988027	2.139037638902664
837.369738117622	0.5578452725894749	2.5350953862071037
839.4552710438214	0.47163208900019526	2.156931409612298
841.0288607229422	0.40757585735991597	1.9106966704130173
839.247485325898	0.6016658805310726	2.748926520347595
841.0289095147509	0.4154856186360121	1.942075490951538
842.1821958926504	0.3897486855275929	1.8251765463501215
841.0289085130393	0.4135235957801342	1.9313145745545626
842.7068136173177	0.4108956390991807	1.9297619722783566
844.6088547177951	0.46502705896273255	2.223486129194498
842.289537262	0.4975663386285305	2.2816143464297056
844.6056679165127	0.4561208705417812	2.179121647030115
842.2896316053998	0.36696650087833405	1.7443783525377512
845.2505295232392	0.3848516368307173	1.8763149846345186
844.6068084594283	0.5681129139848053	2.6877929866313934
846.9422480416564	0.39256162010133266	1.9191255997866392
845.459905130178	0.389219640288502	1.8931592870503664
847.16406355002	0.5085282726213336	2.4923747964203358
849.3034903062069	0.48513935925439	2.4292237497866154
847.1188871081507	0.5208233008161187	2.556609846651554
849.5077651578981	0.46930627105757594	2.235132483765483
847.1188793070127	0.5221662521362305	2.568716175854206
849.5105284440432	0.4537358577363193	2.282499775290489
852.8048003466778	0.5127125307917595	2.534096498042345
849.3035100042993	0.48025217605754733	2.4104926213622093
852.8043722016637	0.5132378740236163	2.5583684034645557
