wavelength(nm)	photodiode(V)	power(W)
791.40430019141	0.0	6.3063335e-06
791.40430019141	-0.0005333333333333338	6.3669422e-06
792.5233339266864	0.00013333333333333345	6.3537245e-06
792.5239324670058	0.00013333333333333345	6.3562552e-06
792.5239324670058	-0.00013333333333333345	6.3573689e-06
792.6150466751006	-0.0005333333333333338	6.3634452e-06
792.6145138073624	-0.0005333333333333338	6.3729099e-06
792.6145138073624	0.0	6.3934654e-06
793.8255417169709	-0.0006666666666666673	6.4661108e-06
794.2027929975585	-0.0006666666666666673	6.5562285e-06
794.2027929975585	-0.00040000000000000034	6.5691979e-06
794.1987522917614	-0.0010666666666666676	6.5715394e-06
794.2023379730905	-0.00040000000000000034	6.5609524e-06
794.2023379730905	-0.0006666666666666673	6.559892e-06
794.2021507848121	-0.0006666666666666673	6.5674858e-06
794.296537873329	-0.00040000000000000034	6.6019097e-06
794.296537873329	-0.00040000000000000034	6.6232415e-06
794.4819457532545	-0.0002666666666666669	6.6648145e-06
794.4819457532545	-0.0002666666666666669	6.7166707e-06
794.4819457532545	-0.0002666666666666669	6.7550259e-06
794.5715301762247	-0.0005333333333333338	6.7621991e-06
794.5773658891595	-0.0005333333333333338	6.7604747e-06
794.5773658891595	0.0	6.750497e-06
794.6650066604374	-0.0002666666666666669	6.7388428e-06
794.5726530503848	0.0	6.7332239e-06
794.5726530503848	0.0	7.0537171e-06
795.7901217754637	-0.00040000000000000034	7.7097129e-06
795.7487489157896	-0.00013333333333333345	7.8754665e-06
795.7487489157896	-0.0010666666666666676	7.9620668e-06
796.1684623206482	-0.0005333333333333338	7.9699375e-06
796.1684623206482	-0.00013333333333333345	1.2071848e-05
796.1684623206482	-0.0002666666666666669	1.2372689e-05
797.481494457274	-0.0002666666666666669	1.2392948e-05
797.480378333901	0.0	1.237326e-05
797.480378333901	-0.00013333333333333345	1.2634467e-05
797.4848089520282	-0.00013333333333333345	1.3459324e-05
797.6782248764562	0.0	1.4201783e-05
797.6782248764562	-0.0002666666666666669	1.5185938e-05
797.770831954509	-0.0002666666666666669	1.5611105e-05
797.770831954509	-0.00013333333333333345	1.5669893e-05
797.7658555540157	0.0	1.57464e-05
797.7662022081847	-0.0002666666666666669	1.5859836e-05
797.7662022081847	-0.00013333333333333345	1.608779e-05
797.8977340357111	-0.0005333333333333338	1.630037e-05
797.8612463341564	-0.00013333333333333345	1.8222217e-05
797.8612463341564	-0.00013333333333333345	1.9587917e-05
798.0577602397512	-0.0005333333333333338	1.9055515e-05
798.052590336325	0.0	1.9304851e-05
798.052590336325	-0.00040000000000000034	3.2719607e-05
798.14540697565	0.0	5.9739061e-05
799.3737366240662	0.0006666666666666673	6.1736238e-05
799.3737366240662	0.00013333333333333345	6.190264e-05
799.3736509572987	0.0005333333333333338	6.1833758e-05
799.3757989370956	0.0002666666666666669	6.2441432e-05
799.3757989370956	0.0	6.2006176e-05
799.4890569494595	0.0	0.00029750291
800.6990835823066	0.07426666666666674	0.00029077657
800.6990835823066	0.0749333333333334	0.00032935399
