wavelength(nm)	photodiode(V)	power(W)
750.2466883365479	3.052133333333334	0.015321438
750.2466883365479	3.1152000000000006	0.015247623
750.9932963308456	3.1032000000000006	0.014535137
750.9932963308456	2.9315999999999995	0.01473619
750.9932963308456	2.9749333333333334	0.014219818
750.9923893661421	2.8464	0.014246735
750.9923893661421	2.8464	0.01432014
751.744233003125	2.8694666666666664	0.014337571
751.744233003125	2.909733333333333	0.014467021
752.0792412450834	2.9192	0.014505714
752.0792412450834	2.9412000000000003	0.014546864
752.0792412450834	2.956666666666667	0.014168808
752.9102024514654	2.904533333333333	0.013901509
752.9102024514654	2.8373333333333335	0.014759229
752.9122905784693	3.0314666666666663	0.015152777
752.9122905784693	3.0985333333333336	0.015262442
752.9136162694479	3.0985333333333336	0.015322084
752.9136162694479	3.1198666666666672	0.016124327
752.9136162694479	3.1417333333333337	0.016371084
753.1698978897668	3.3881333333333337	0.016332885
753.1698978897668	3.3873333333333333	0.015226578
753.586436542005	3.164666666666667	0.016094916
753.586436542005	3.3197333333333336	0.014680158
753.586436542005	2.9721333333333337	0.014219937
753.9221539382994	2.9126666666666665	0.014533488
753.9221539382994	3.0239999999999996	0.015113646
753.9221539382994	3.0239999999999996	0.015179573
753.9221539382994	3.1010666666666666	0.0150614
755.0148428615214	3.0881333333333334	0.014955317
755.0148428615214	3.0989333333333335	0.014982563
755.0148428615214	3.0933333333333333	0.014841187
755.8555170800486	3.0399999999999996	0.015200684
755.8555170800486	3.1216000000000004	0.015403389
755.8576915494154	3.1725333333333334	0.015439561
755.8576915494154	3.1832000000000003	0.015559099
756.1125864670191	3.2034666666666665	0.015932104
756.1125864670191	3.2034666666666665	0.015973831
756.1125864670191	3.3298666666666663	0.01523933
756.1122591079196	3.2748000000000004	0.014782291
756.1122591079196	3.0594666666666663	0.015833685
756.5332262032094	3.262	0.015969517
756.5332262032094	3.3666666666666667	0.015728794
756.8096011715007	3.283466666666667	0.015102221
756.8096011715007	3.112933333333333	0.014873831
756.8096011715007	3.054133333333333	0.014858263
757.7183797868029	3.0712	0.014904943
757.7183797868029	3.0712	0.015093127
757.7183797868029	3.1008	0.01520066
757.7183797868029	3.1596	0.015154961
757.9761188313215	3.1384	0.014840821
757.9761188313215	3.093466666666667	0.015092587
757.9761188313215	3.1172000000000004	0.015169406
758.8240786540314	3.138533333333333	0.015570107
758.8240786540314	3.2698666666666676	0.015780244
758.8241112293977	3.3196000000000003	0.015838072
758.8241112293977	3.3232	0.015825879
758.8241112293977	3.3232	0.01601297
759.0816776014487	3.3265333333333333	0.015941763
759.0816776014487	3.3236000000000003	0.015783763
759.081623494759	3.328266666666667	0.015121598
759.081623494759	3.118533333333333	0.015509701
761.8998902947055	3.2732	0.015345073
761.8998902947055	3.2167999999999997	0.015206655
761.8998902947055	3.187733333333333	0.015286827
761.8998902947055	3.2580000000000005	0.015733961
761.8998902947055	3.3389333333333333	0.016246384
762.0742313991403	3.3389333333333333	0.01630158
762.0742313991403	3.3973333333333335	0.01636542
762.0733476730824	3.4052000000000002	0.016043894
762.0733476730824	3.4153333333333338	0.014917976
762.0733476730824	3.1944	0.014386441
762.1574021718238	3.0386666666666664	0.013993383
762.1574021718238	2.9277333333333333	0.014181137
763.6588022134788	2.9974666666666665	0.015311386
763.6588022134788	3.3074666666666666	0.01646911
763.622319234778	3.4908	0.017446099
763.622319234778	3.4908	0.01781656
763.622319234778	3.670666666666666	0.017370885
763.6191751508032	3.7192	0.016376995
763.6191751508032	3.5267999999999997	0.015583187
763.9635177803971	3.3160000000000007	0.015817145
763.9635177803971	3.371466666666667	0.015908606
763.966328619101	3.395466666666667	0.016015057
763.966328619101	3.3726666666666665	0.016135104
763.966328619101	3.368666666666667	0.016311752
763.9672028817092	3.368666666666667	0.016518768
763.9672028817092	3.420133333333334	0.016612276
764.0065824869057	3.4781333333333335	0.016029188
764.0065824869057	3.405466666666667	0.016048284
764.8263049403023	3.377733333333334	0.016210591
764.8263049403023	3.3916000000000004	0.016392125
764.8263049403023	3.4024	0.016367499
764.9074425150438	3.4716	0.016685924
764.9074425150438	3.5610666666666666	0.018478148
764.9124240304518	3.8731999999999993	0.018600486
764.9124240304518	3.8731999999999993	0.018692406
764.9135912753894	3.8797333333333337	0.018682661
764.9135912753894	3.880133333333333	0.018699843
764.9135912753894	3.880133333333333	0.018521735
764.9115035900838	3.8802666666666665	0.017594578
764.9115035900838	3.7324	0.015554317
765.5237872397063	3.3278666666666665	0.015318402
765.5237872397063	3.2645333333333335	0.015336387
765.5237872397063	3.276533333333334	0.015418525
765.5237872397063	3.294666666666667	0.015606496
765.5237872397063	3.294666666666667	0.015773853
765.5224580828622	3.3568	0.015568021
765.5224580828622	3.383466666666667	0.016358443
765.8659244716004	3.381466666666667	0.016817372
765.8659244716004	3.485733333333334	0.016876463
765.950486813873	3.5225333333333335	0.016965166
765.950486813873	3.5634666666666663	0.016111119
765.950486813873	3.3509333333333333	0.015940089
766.9117491627244	3.3232	0.015272825
766.9117491627244	3.2465333333333333	0.015432118
766.9610250740755	3.2465333333333333	0.017534075
766.9610250740755	3.4249333333333336	0.018510912
766.9610250740755	3.7674666666666665	0.018701691
766.9610250740755	3.955733333333333	0.018378986
766.9610250740755	3.8161333333333336	0.018470513
767.7807448209929	3.870533333333333	0.018501725
767.7807448209929	3.8798666666666666	0.018528689
767.7792810328466	3.88	0.018562637
767.7792810328466	3.880133333333333	0.018279087
768.0443887758518	3.7773333333333334	0.016934391
768.0443887758518	3.7773333333333334	0.017227758
768.0443887758518	3.5994666666666664	0.017011153
768.2135149838872	3.5784	0.016739657
768.2135149838872	3.556133333333334	0.016510414
768.2135149838872	3.4981333333333335	0.016241264
768.2135149838872	3.4452	0.016066257
768.9154526870351	3.4542666666666664	0.015747098
768.9154526870351	3.3891999999999998	0.016298881
768.9154526870351	3.507733333333334	0.01772752
769.0001943719756	3.741066666666667	0.016997352
769.0001943719756	3.741066666666667	0.015001784
769.0001943719756	3.3577333333333335	0.014941663
769.0001943719756	3.1854666666666662	0.01606008
770.1371894600354	3.276	0.017523356
770.1371894600354	3.6448	0.018167967
770.1371894600354	3.805066666666667	0.018237701
770.8440024160273	3.8587999999999996	0.018620027
770.8440024160273	3.9581333333333326	0.018547382
770.844012109301	3.875999999999999	0.017908078
770.844012109301	3.6977333333333333	0.016928203
770.9274260310117	3.6977333333333333	0.016842291
770.9274260310117	3.5626666666666673	0.01682099
770.9274260310117	3.5613333333333337	0.016787056
771.2802941494075	3.5504000000000002	0.016709395
771.2802941494075	3.552533333333334	0.016356694
771.7192032187423	3.4908	0.016074516
771.7192032187423	3.4294666666666673	0.01542265
771.9874815646276	3.3264	0.015352911
771.9874815646276	3.323066666666667	0.01554831
771.9874815646276	3.387866666666667	0.015777025
772.0717440972602	3.387866666666667	0.01716055
772.0717440972602	3.5004000000000004	0.015719591
773.2214414975066	3.418533333333333	0.016530639
773.2214414975066	3.459466666666667	0.01683419
773.2181027662022	3.5697333333333336	0.016932007
773.2181027662022	3.632666666666666	0.01691846
773.2181027662022	3.625333333333333	0.017377118
773.9296746723808	3.7206666666666677	0.01766994
773.9296746723808	3.7860000000000005	0.017775597
773.9273116302631	3.777733333333334	0.01765459
773.9273116302631	3.777733333333334	0.017473394
774.0155814052504	3.7418666666666667	0.017350968
774.0155814052504	3.7236	0.016978851
774.0155814052504	3.6548000000000003	0.016914602
774.3722659994604	3.6184	0.016722811
774.3722659994604	3.5581333333333336	0.017685037
774.9967136035832	3.7820000000000005	0.018266752
774.9967136035832	3.8815999999999993	0.016915753
775.080696001527	3.536266666666667	0.015752587
775.080696001527	3.3726666666666674	0.015729778
775.080696001527	3.3726666666666674	0.016182305
775.1669131685418	3.3969333333333336	0.016544878
775.1669131685418	3.5103999999999997	0.017182359
775.1669131685418	3.6402666666666663	0.016761396
775.1669131685418	3.6315999999999993	0.016784653
775.1669131685418	3.615333333333333	0.016645055
775.1669131685418	3.572400000000001	0.016393203
775.1669131685418	3.501733333333333	0.017561799
776.6860450661073	3.8541333333333325	0.017478993
776.6860450661073	3.7564	0.017305352
777.0424612016394	3.7564	0.017100398
777.0424612016394	3.72	0.017017081
777.0424612016394	3.6564	0.01701441
777.0428649145016	3.6432	0.017795317
777.0428649145016	3.8028000000000004	0.018054621
777.4017430258892	3.9252	0.017841581
777.4017430258892	3.877466666666666	0.017530035
777.4857084966144	3.798400000000001	0.017891726
777.4857084966144	4.0127999999999995	0.019222768
778.24489643783	4.116666666666666	0.018136794
778.24489643783	4.116666666666666	0.017189745
778.24489643783	3.787066666666667	0.017064426
778.2048783852822	3.7145333333333337	0.017026328
778.2048783852822	3.712266666666667	0.016873112
778.2942857214657	3.6490666666666667	0.016462667
778.2942857214657	3.566533333333334	0.017404638
779.3734647331779	3.7550666666666666	0.017492335
779.3734647331779	3.803066666666667	0.017269976
779.3734647331779	3.784533333333334	0.017584458
779.7323289902341	3.8103999999999996	0.018186426
779.7323289902341	3.8103999999999996	0.017769642
780.1806438348698	3.919466666666666	0.017093381
780.1806438348698	3.758400000000001	0.016874241
780.1806438348698	3.699333333333334	0.017236216
780.181643938661	3.716666666666667	0.018013008
780.181643938661	3.881333333333332	0.018913461
