wavelength(nm)	flourescence PMT(V)	ti_saph Power (V)	Gain (V)
808.9621304798619	0.3956333333333332	0.018000000000000016	1
800.3686667551126	0.3913999999999999	0.040000000000000036	1
800.2430164068755	0.39813333333333323	0.04013333333333337	1
800.2430164068755	0.3824999999999999	0.04013333333333337	1
801.1286017204382	0.39133333333333326	0.09493333333333341	1
801.1286017204382	0.3936333333333332	0.1993333333333335	1
801.1318289842127	0.38433333333333325	0.19866666666666685	1
801.2209882233694	0.3823333333333332	0.19986666666666683	1
801.2209882233694	0.3823333333333332	0.2013333333333335	1
801.2248930223872	0.3964666666666666	0.24879999999999997	1
801.4178651427785	0.3932333333333332	0.24879999999999997	1
801.4178651427785	0.3872333333333332	0.2802666666666665	1
801.6053299993298	0.3831666666666666	0.28159999999999985	1
801.6053299993298	0.37573333333333325	0.35999999999999993	1
801.606716577753	0.38496666666666657	0.3605333333333332	1
802.4999258836651	0.3850333333333332	1.241333333333333	1
802.4999258836651	0.3914999999999999	1.9085333333333332	1
802.7506703134189	0.39383333333333326	2.2356000000000003	1
802.7506703134189	0.3917333333333332	2.3939999999999997	1
802.7506703134189	0.3867666666666666	3.0096	1
802.7506703134189	0.40089999999999987	3.8284	1
803.6101335503212	0.40089999999999987	4.945733333333333	1
803.6101335503212	0.3974666666666666	4.945733333333333	1
803.9933404029819	0.3928666666666666	5.1032	1
803.9933404029819	0.4037999999999999	5.503733333333333	1
803.9925560785393	0.38306666666666656	5.736266666666667	1
804.3766180560419	0.38656666666666656	6.048266666666667	1
804.3766180560419	0.3797999999999999	6.470000000000001	1
804.3766180560419	0.39366666666666655	6.5108	1
804.4731178520396	0.3813333333333332	6.428666666666667	1
804.4731178520396	0.3741666666666666	6.365466666666668	1
804.8554971190034	0.39389999999999986	6.3289333333333335	1
804.8554815135695	0.39389999999999986	6.353066666666669	1
804.8554815135695	0.3903666666666666	6.388266666666668	1
804.9531972637986	0.3911999999999999	6.388266666666668	1
805.1429429513128	0.39736666666666653	6.512933333333334	1
805.1429429513128	0.39456666666666657	6.5881333333333325	1
806.0101183670722	0.3871333333333332	6.754933333333334	1
806.0101183670722	0.3936999999999999	6.934666666666667	1
