wavelength(nm)	flourescence PD(V)	ti_saph Power (V)
748.3272944338279	-0.07426666666666666	1.5705333333333333
751.3107491208754	-0.07453333333333333	1.7377333333333331
753.327924575591	-0.0756	1.816933333333333
752.5853419830354	-0.0749	1.7442666666666666
756.1939230967791	-0.07606666666666666	1.9658666666666667
752.2419944863058	-0.07456666666666666	1.7358666666666667
756.1920564648832	-0.07483333333333332	1.9749333333333334
757.1172491622959	-0.07440000000000001	2.056
759.2457858189207	-0.07636666666666665	2.070666666666667
757.1165334257851	-0.07686666666666667	2.0728000000000004
761.9741323925297	-0.0779	2.1084
759.2466474697663	-0.07716666666666666	2.094666666666667
763.1725061942974	-0.0778	2.219866666666667
762.1363445518803	-0.07793333333333331	2.1970666666666667
764.9918873633835	-0.08056666666666665	2.5288
765.9312520378942	-0.08159999999999999	2.3916
768.0270738639164	-0.08176666666666664	2.410133333333333
766.0332376252524	-0.07936666666666665	2.344666666666667
769.0170029988159	-0.08329999999999999	2.612
771.091020812139	-0.08469999999999998	2.627733333333333
769.1640895657074	-0.08413333333333331	2.6950666666666665
772.1542438249381	-0.08423333333333331	2.7018666666666666
774.2650586143869	-0.08899999999999998	2.7968
772.2405409538285	-0.08679999999999999	2.6930666666666667
775.3371934959997	-0.09049999999999997	2.7857333333333334
774.3528078970114	-0.09009999999999999	2.8092
776.493898568879	-0.0917333333333333	2.7668000000000004
778.4610183951215	-0.09619999999999998	2.9415999999999998
777.3818211477978	-0.09293333333333331	2.9138666666666664
780.5241401367523	-0.10209999999999998	3.1348000000000003
778.5468640852996	-0.09789999999999997	2.8882666666666665
781.6109496009309	-0.10779999999999999	2.9844000000000004
783.5165641357278	-0.11853333333333334	2.9372000000000003
781.6952718050313	-0.11336666666666666	3.0502666666666673
784.7891409366323	-0.12903333333333333	3.1635999999999997
786.6204000066786	-0.1461	3.4505333333333335
785.0671587702508	-0.1430666666666667	3.5732
787.9908733559238	-0.163	3.348
791.3217881929987	-0.21076666666666674	3.6616
788.2691424208033	-0.18300000000000008	3.4581333333333335
791.3196776441224	-0.2059333333333334	3.5806666666666676
793.5434377753329	-0.23056666666666673	3.5665333333333336
791.4996693851043	-0.2202333333333334	3.679333333333334
793.6322031405489	-0.22740000000000005	3.6816
794.7571805236387	-0.25973333333333337	3.714933333333333
796.8169095452537	-0.2820666666666667	3.6512000000000002
794.7536517474485	-0.2685333333333334	3.6970666666666663
799.74429220759	-0.3289666666666667	3.655333333333334
798.0432202124377	-0.3266333333333334	3.6736000000000004
799.9392788033334	-0.34573333333333334	3.682133333333333
801.1761603979485	-0.3779	3.8180000000000005
802.7936686490948	-0.39886666666666665	3.6890666666666667
801.3580746339944	-0.40363333333333334	3.7429333333333337
804.7043514303513	-0.45370000000000005	3.8558666666666674
804.2207153426676	-0.4646333333333334	3.9018666666666664
806.060623220976	-0.5157333333333334	4.2484
808.1336456286815	-0.5363	4.059866666666667
807.1107190810717	-0.5257666666666667	4.043333333333334
810.6061980747489	-0.5568000000000001	4.090133333333333
808.4254220947159	-0.5539333333333334	4.112533333333333
811.734375969119	-0.6082666666666667	4.3844
813.0523048670932	-0.6113000000000001	4.3096000000000005
811.8758251395328	-0.5946	4.247199999999999
814.0218254992593	-0.6226333333333334	4.3952
815.2979187624046	-0.6353666666666667	4.414933333333334
817.6372238889353	-0.6940333333333333	4.7172
815.370346972865	-0.6611333333333335	4.530399999999999
818.7389030695325	-0.6772000000000001	4.594266666666667
821.8292297200131	-0.6885333333333333	4.609866666666667
818.33662916964	-0.6472666666666667	4.374533333333334
821.8282699751618	-0.6777333333333333	4.525600000000001
823.7643926918134	-0.7367333333333332	4.857866666666667
822.1301012419616	-0.7509333333333333	4.987866666666667
825.1508626245968	-0.7347666666666667	4.733733333333333
824.0334649308254	-0.7701	4.997466666666667
826.0545209153221	-0.8017000000000001	5.1068
828.592704168723	-0.7979	4.997066666666666
827.1776056534393	-0.8105666666666668	5.049066666666667
829.8482413140231	-0.8268000000000001	5.027066666666666
833.4057496053057	-0.9050666666666666	5.1572000000000005
