wavelength(nm)	flourescence PD(V)	ti_saph Power (V)
749.2444873572488	-0.0731	1.3270666666666668
751.2321558949434	-0.07353333333333331	1.7273333333333332
753.1488595521341	-0.07523333333333332	1.7717333333333334
751.2321318704629	-0.0749	1.7456000000000003
753.1507259525624	-0.07603333333333333	1.9747999999999994
756.3562845425023	-0.0757	1.936533333333333
756.0174700373786	-0.07686666666666667	2.0348
758.9824274299006	-0.07556666666666667	2.0633333333333335
756.3549501784346	-0.07486666666666665	1.9193333333333331
759.4871802658599	-0.07556666666666664	2.1308000000000002
762.0540805935333	-0.0788	2.352533333333333
759.4871439052375	-0.07589999999999998	2.162533333333333
762.825344404195	-0.07839999999999998	2.226933333333333
764.9067269284783	-0.08086666666666664	2.3158666666666665
762.8295961594405	-0.07663333333333332	2.1810666666666663
765.8510341938387	-0.08066666666666665	2.5452000000000004
766.9812353650264	-0.08086666666666664	2.498533333333333
768.1951907884898	-0.08299999999999998	2.6384
769.3325889133557	-0.08303333333333332	2.6073333333333335
768.8142794682758	-0.08303333333333332	2.5813333333333333
771.968610392999	-0.08419999999999998	2.7189333333333336
770.3051755245034	-0.08376666666666666	2.697333333333333
773.3868784337853	-0.08639999999999998	2.6508
771.968173715499	-0.08626666666666666	2.6408
775.1515624440259	-0.09009999999999999	2.816
775.5100648769389	-0.0888333333333333	2.6941333333333333
778.1858313272479	-0.09383333333333331	2.8492
777.0222627913862	-0.09179999999999998	2.812533333333333
778.3765716922702	-0.09233333333333332	2.903466666666667
779.6294646618553	-0.09556666666666665	2.866133333333333
781.2479228221531	-0.1056	3.1257333333333333
781.7826468020829	-0.1077333333333333	2.933333333333333
784.4188324600876	-0.12416666666666666	3.1458666666666666
781.6098757679995	-0.10619999999999999	2.9284
784.6985258731688	-0.12643333333333334	3.1122666666666663
786.6202908066591	-0.13466666666666668	3.1922666666666664
784.7891208335383	-0.13523333333333334	3.3440000000000003
787.99086138021	-0.16480000000000003	3.4368000000000007
789.4665471836255	-0.18063333333333337	3.6157333333333344
791.176358366278	-0.20893333333333342	3.6364
789.9275916421175	-0.19713333333333338	3.5249333333333333
792.7935356915168	-0.22786666666666672	3.7185333333333337
786.3876234094557	-0.22056666666666672	3.713866666666667
794.295263811754	-0.25670000000000004	3.809333333333333
795.9732971238506	-0.28056666666666674	3.789333333333334
794.6678587387524	-0.2570666666666667	3.6082666666666667
799.2719184673391	-0.32303333333333334	3.6533333333333333
797.5764736996515	-0.30863333333333337	3.6652
799.2720906994356	-0.3398	3.7549333333333332
801.2682566301274	-0.37870000000000004	3.7026666666666674
799.4227329541483	-0.3637666666666666	3.7906666666666666
801.6472750221744	-0.3969	3.7780000000000005
804.5074934784656	-0.43873333333333336	3.8208
802.8801093568103	-0.44660000000000005	3.8684000000000007
806.055498695565	-0.4801666666666667	4.008266666666667
804.6931779880025	-0.49956666666666666	4.212933333333333
807.8791494611339	-0.5192333333333333	4.1117333333333335
806.0578313738591	-0.5284333333333334	4.211733333333333
811.2511467559523	-0.6092666666666666	4.3728
808.1295399636144	-0.5500333333333333	4.1636
811.3417577672961	-0.6251	4.4912
813.0074992341754	-0.5988666666666667	4.2356
811.7379389139589	-0.5892666666666667	4.212933333333333
814.7694751772256	-0.6292666666666666	4.4032
811.734367648944	-0.6032000000000001	4.262266666666667
817.4746288407279	-0.6677666666666666	4.498799999999999
815.3032951654775	-0.6596333333333333	4.563866666666667
818.7388848267145	-0.6731333333333334	4.593733333333334
821.023718443269	-0.7040666666666666	4.749200000000001
819.8219918487242	-0.6758666666666666	4.5564
821.7273505098188	-0.6838000000000001	4.562666666666667
822.439721617424	-0.7451000000000001	4.916933333333333
824.3410630024634	-0.7314	4.7916
823.5327577360956	-0.7090666666666666	4.706266666666666
826.0573385105552	-0.7637333333333334	4.934933333333333
825.2473560898491	-0.7621333333333333	4.949066666666667
828.2852175161084	-0.7741	4.849600000000001
824.9811255336257	-0.7722666666666667	4.979466666666667
829.547872605289	-0.8108666666666667	4.925600000000001
831.4922449921326	-0.8408666666666668	4.9768
